"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","significant"
"PML39",27.1920110589939,0.819790263424024,0.349161812882056,0.00667377848616572,0.0189412059115226,"PML39","Not Sig"
"PMP1",218.060354728641,1.12738129514699,0.329404120841143,0.000127820520677334,0.000644421856425994,"PMP1","Up"
"PMP2",397.342123666527,0.162357679743898,0.179525096820351,0.348161357819836,0.468492014741711,"PMP2","Not Sig"
"PMP3",737.35604308476,-1.08485221341033,0.162146774168824,5.30495708550285e-12,1.19180441511257e-10,"PMP3","Down"
"PMR1",279.159336520104,0.429051576704857,0.259233121077193,0.0678277658166054,0.127753711103734,"PMR1","Not Sig"
"PMS1",54.5299268290921,0.445647395963482,0.27496862760845,0.0721289550704545,0.134530208363812,"PMS1","Not Sig"
"PMT1",243.768206518048,-0.203862158980766,0.171269030885625,0.213612393860438,0.320275457318491,"PMT1","Not Sig"
"PMT2",175.186120748658,0.613943693607158,0.219533905640831,0.00272259629667488,0.00898065895467227,"PMT2","Not Sig"
"PMT3",93.9023976918478,-0.0797419715352496,0.225112911700403,0.701576700105787,0.785552454041588,"PMT3","Not Sig"
"PMT4",211.398606385371,1.19372531532454,0.328367332558489,5.3348603811454e-05,0.000297539471307352,"PMT4","Up"
"PMT5",43.6637954741071,0.519516364567801,0.31728705699277,0.0582276706610592,0.112435481421458,"PMT5","Not Sig"
"PMT6",126.843469281709,0.288506520900272,0.247625228788079,0.202517656867847,0.307055284897325,"PMT6","Not Sig"
"PMT7",82.74329707714,0.198977916396467,0.242249097885792,0.372581081440907,0.492025158069035,"PMT7","Not Sig"
"PMU1",34.4437468790815,1.11976638076846,0.320752239539258,0.000112081753989666,0.000575744106352791,"PMU1","Up"
"PNC1",700.686810769762,-1.21044571216496,0.222337438194802,1.11236303239118e-08,1.39207132062556e-07,"PNC1","Down"
"PNG1",76.4950450731453,-0.0258915704399432,0.221431614615037,0.899368874242295,0.931679533798407,"PNG1","Not Sig"
"PNO1",101.691353780754,0.190779680468864,0.204683138247803,0.324500632914242,0.445024893484254,"PNO1","Not Sig"
"PNP1",57.2316055802074,0.176627796410705,0.26700104313233,0.463763811746038,0.581289438249459,"PNP1","Not Sig"
"PNS1",118.786777825841,-0.449281081444612,0.269949564964993,0.062903157484204,0.119727888045811,"PNS1","Not Sig"
"PNT1",35.5984334496841,0.22646878319998,0.286358997690448,0.374545547206983,0.494152780914119,"PNT1","Not Sig"
"POA1",42.7304700881068,0.997380202591754,0.298574522490499,0.000242959805925233,0.00111861494184836,"POA1","Not Sig"
"POB3",102.544683613948,0.038432754790846,0.209040107538422,0.846730853952164,0.894544362041247,"POB3","Not Sig"
"POC4",15.4825706155293,0.102319337440091,0.393532756883657,0.737162239306702,0.813510666143557,"POC4","Not Sig"
"POF1",21.6072465676637,0.233579241201648,0.34765077757644,0.420696350844756,0.540136650591133,"POF1","Not Sig"
"POG1",45.6182201790841,-0.588160898168168,0.286402449454892,0.0212281960823896,0.0492128176066669,"POG1","Not Sig"
"POL1",130.403214035228,0.101057607709669,0.208980863772081,0.609023237875869,0.708732263922949,"POL1","Not Sig"
"POL12",30.1313461388505,-0.0362556554252016,0.281016932119922,0.883349631299785,0.920209302444668,"POL12","Not Sig"
"POL2",178.173236710525,-0.214455231319388,0.173081884869166,0.196134127106734,0.299692517627716,"POL2","Not Sig"
"POL3",79.9102283857698,0.663722408794764,0.266978057156213,0.00607011601917287,0.0174941932051793,"POL3","Not Sig"
"POL30",93.2224704791871,-0.757799890235818,0.210483712471457,0.000127985820966979,0.000644421856425994,"POL30","Not Sig"
"POL31",46.4795733240935,0.324770817959296,0.246472240184996,0.150784481656609,0.242940204604571,"POL31","Not Sig"
"POL32",18.5683836848456,-0.0112293559235102,0.353643440396109,0.967234700649216,0.977495474729379,"POL32","Not Sig"
"POL4",66.2464203798882,0.295624419714357,0.355736966134301,0.317468657287617,0.43824996964493,"POL4","Not Sig"
"POL5",129.277554822609,0.197355633378835,0.214154837628336,0.326641177252184,0.447302508090261,"POL5","Not Sig"
"POM152",187.61447773095,0.326658480248314,0.221655108788357,0.113613566803863,0.19441856613668,"POM152","Not Sig"
"POM33",126.880261116137,-1.376158671406,0.250652357694008,6.24611808658557e-09,8.14470502945446e-08,"POM33","Down"
"POM34",51.5515036283108,-0.0492420209686948,0.224916273599004,0.811540918022394,0.867359552047626,"POM34","Not Sig"
"POP1",84.9693594345527,0.389576838655304,0.232809147187311,0.07020391836546,0.131697088979337,"POP1","Not Sig"
"POP2",66.5049804082694,0.00257837060717545,0.262579945240352,0.992503268824192,0.995173790907549,"POP2","Not Sig"
"POP3",11.3704285308889,0.389112732634124,0.425047186697449,0.232815096979804,0.343814058211463,"POP3","Not Sig"
"POP4",52.4578003981258,-0.983703605457784,0.344727362429666,0.00113633299005444,0.00421808012366593,"POP4","Not Sig"
"POP5",19.5333419075852,0.854766253240923,0.394447237358795,0.00968939427613494,0.0258599578152189,"POP5","Not Sig"
"POP6",39.6112714879984,-0.798589112085022,0.370298671415444,0.0107222799290975,0.0280938800577853,"POP6","Not Sig"
"POP7",19.9984832303251,-0.143017828064257,0.396565522692615,0.641248229871498,0.736579588891409,"POP7","Not Sig"
"POP8",33.6653386766692,0.243098639681574,0.294974732872712,0.351999645448145,0.472429466563561,"POP8","Not Sig"
"POR1",1731.2110687072,-0.666637697282597,0.175306086157993,7.18229745304269e-05,0.000389697109139872,"POR1","Not Sig"
"POR2",36.0216041018493,1.49015046258785,0.367030428189078,7.4200623104907e-06,5.09924183843796e-05,"POR2","Up"
"POS5",61.0641193880948,0.28416599620255,0.247514849136719,0.209423022940323,0.315042375080471,"POS5","Not Sig"
"POT1",48.9757851095295,-0.944706726045862,0.320856678259728,0.000840177917988659,0.00326912445942102,"POT1","Not Sig"
"POX1",63.9403211561782,0.296093591998689,0.306792251383765,0.267776930451185,0.383498246017391,"POX1","Not Sig"
"PPA2",31.1147133160913,0.137478884427439,0.302334134252579,0.605335654424266,0.705909454002365,"PPA2","Not Sig"
"PPE1",58.3868080097918,-0.230035419065374,0.244627257823078,0.30431917315727,0.423578366419947,"PPE1","Not Sig"
"PPG1",42.3773746485392,0.125551747742754,0.259010237259812,0.593974035776268,0.697991223621862,"PPG1","Not Sig"
"PPH21",245.169553270245,-0.256444638311043,0.182217712054212,0.138860134256626,0.228284493708062,"PPH21","Not Sig"
"PPH22",155.287766540632,0.12014861882186,0.231227029386218,0.574478919052816,0.679702849657667,"PPH22","Not Sig"
"PPH3",31.8027705692368,0.616122151636317,0.32890658778231,0.030000547526178,0.0654536126604679,"PPH3","Not Sig"
"PPM1",73.918430155781,0.258886487526577,0.266014572820996,0.279464990960641,0.396985058261509,"PPM1","Not Sig"
"PPM2",22.0815443657946,1.4498734273035,0.642939355527643,0.00259296016905495,0.00861854972411965,"PPM2","Up"
"PPN1",420.208140579961,-1.05123211603298,0.218155969970878,3.61437557141583e-07,3.28761251162604e-06,"PPN1","Down"
"PPN2",320.52469047667,0.340984974150348,0.245412948241238,0.130964361811519,0.218169934476962,"PPN2","Not Sig"
"PPQ1",431.761342733286,1.07230436298665,0.236870023582875,1.48565183645547e-06,1.22758292069895e-05,"PPQ1","Up"
"PPR1",39.4346340721758,1.32491885823085,0.353105241738818,2.96008075309386e-05,0.000176156295029862,"PPR1","Up"
"PPS1",141.128247496048,0.622423285451296,0.212190531145524,0.0017664942610803,0.00619158452160601,"PPS1","Not Sig"
"PPT1",26.2144194454907,0.819252719447838,0.406782691895743,0.0139980439352482,0.0351616783896626,"PPT1","Not Sig"
"PPT2",12.7362509141172,1.37975452158499,0.523329174197649,0.00130732545665769,0.00478298142873978,"PPT2","Up"
"PPX1",61.8397728249878,-0.050300561714101,0.239943696795714,0.819368395689537,0.873222862542821,"PPX1","Not Sig"
"PPZ1",166.275030433183,-0.340964361578632,0.181586204552786,0.0491426005558336,0.0982852011116672,"PPZ1","Not Sig"
"PPZ2",65.7720681382676,0.348121428914892,0.289303563817091,0.173255896317421,0.271406744329222,"PPZ2","Not Sig"
"PRB1",1694.32450346657,-1.77523600239076,0.282220796440963,3.43783805781046e-11,6.7715725687999e-10,"PRB1","Down"
"PRC1",934.895293427367,-0.117960102013594,0.239336619721426,0.585192464605552,0.689752770122937,"PRC1","Not Sig"
"PRD1",137.829519227137,0.0739047784421718,0.202728905408535,0.700774718686814,0.784811566833641,"PRD1","Not Sig"
"PRE1",239.733307821413,-0.111236090829768,0.181088861005069,0.51958672123825,0.631464357227444,"PRE1","Not Sig"
"PRE10",262.024509737052,-0.159213138057851,0.157755132657035,0.295473446984254,0.414265799141193,"PRE10","Not Sig"
"PRE2",385.990387973386,-1.5070585713742,0.175516031423303,1.49120519983828e-18,8.0209633537455e-17,"PRE2","Down"
"PRE3",304.916696067752,-0.12823485909819,0.166754501835882,0.423306527818618,0.542456566012009,"PRE3","Not Sig"
"PRE4",260.356844836278,-0.851958756223595,0.170087498005325,1.96080214874443e-07,1.90429292015214e-06,"PRE4","Not Sig"
"PRE5",194.207520545144,-0.0107705581238441,0.163653994814391,0.945123266448162,0.964602539459206,"PRE5","Not Sig"
"PRE6",305.000791359386,-0.802894960678365,0.224213092712144,0.000129696043075888,0.000652445741876367,"PRE6","Not Sig"
"PRE7",460.126411507528,-0.840016413690861,0.16679445654164,1.75807469000516e-07,1.72841297291545e-06,"PRE7","Not Sig"
"PRE8",167.940104452436,-0.250209006113817,0.182092424076153,0.149642398442945,0.241936293898796,"PRE8","Not Sig"
"PRE9",277.108825606331,-0.383220057177331,0.18180709712249,0.0268633143802557,0.0596770033845491,"PRE9","Not Sig"
"PRI1",34.6205323952463,0.896230580884848,0.360431171688565,0.00381530729956261,0.0118439672773325,"PRI1","Not Sig"
"PRI2",51.7982793603148,0.676593464166551,0.32484197640012,0.0164923721448047,0.0400600650360562,"PRI2","Not Sig"
"PRK1",50.8691565626263,-0.166438211125241,0.255105200830867,0.473224117387985,0.588662600104155,"PRK1","Not Sig"
"PRM1",13.3467042994416,0.529448350682598,0.406071826473076,0.101190346746804,0.176782885603255,"PRM1","Not Sig"
"PRM10",27.0275538082571,0.517493903387847,0.367988275336513,0.0882966345219916,0.158565448961804,"PRM10","Not Sig"
"PRM15",215.392430765727,-0.593351928376542,0.213971162582806,0.00301381947201745,0.00975090001530689,"PRM15","Not Sig"
"PRM2",26.6271363184048,0.536848201788156,0.37410624166447,0.0825634568945743,0.150492009732241,"PRM2","Not Sig"
"PRM3",20.9600010605029,-0.360416223069918,0.334810507233054,0.203386390650948,0.307914335399568,"PRM3","Not Sig"
"PRM4",67.3310953929984,-1.35916685136099,0.273625322561091,1.17155742295471e-07,1.20030993113712e-06,"PRM4","Down"
"PRM5",15.1305227010702,-0.315279212879472,0.39539564279636,0.311468411860202,0.431943772531787,"PRM5","Not Sig"
"PRM7",86.0601938164035,2.82515425965616,0.284324916997346,3.91002351391619e-24,3.7072324638724e-22,"PRM7","Up"
"PRO1",51.2314016748237,0.526943025922561,0.283687288190582,0.0384711084088881,0.0802713093768444,"PRO1","Not Sig"
"PRO2",116.645364881162,0.213474967561776,0.245651862661893,0.343979363854357,0.464367180163904,"PRO2","Not Sig"
