"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","significant"
"GLN1",917.237022138283,-2.83446964928278,0.226663352560007,7.7951042827272e-37,6.14166385317971e-35,"GLN1","Down"
"GLN3",79.5127353494516,-1.23247742156728,0.24474084878053,1.63285691451747e-07,9.27330109625457e-07,"GLN3","Down"
"GLN4",81.1495728701767,-1.63612304356445,0.257315686281059,4.80728940586128e-11,4.53490336195413e-10,"GLN4","Down"
"GLO1",346.474838242315,0.453273114297826,0.167056955525073,0.00554796457284596,0.01232538277224,"GLO1","Not Sig"
"GLO2",223.391519633027,0.364153013450139,0.228651720989615,0.0973302101437129,0.150487892632374,"GLO2","Not Sig"
"GLO3",157.71474041394,0.248283130214329,0.20975228472165,0.221150322250447,0.297300819356913,"GLO3","Not Sig"
"GLO4",76.8496800904145,-0.967055522715927,0.230304652521595,1.2282266452058e-05,4.96437850670609e-05,"GLO4","Not Sig"
"GLR1",662.773030186451,0.157661309019024,0.196235190620012,0.409150621728044,0.494980228794697,"GLR1","Not Sig"
"GLT1",1433.17245640013,-0.600242860801693,0.274286799317966,0.0193604873672314,0.0374749364471601,"GLT1","Not Sig"
"GLY1",78.7781602494466,-1.20974761445356,0.332132770110742,8.67685607626385e-05,0.000298513732414637,"GLY1","Down"
"GMC1",31.2596624720302,-1.96587707599783,0.422796611478565,5.26224307535615e-07,2.71308642981957e-06,"GMC1","Down"
"GMC2",4.97807369036461,-2.88040281298029,0.93305199344568,0.000460275770775471,0.00134593970816413,"GMC2","Down"
"GMH1",18.5991059012761,-0.128103203268254,0.373610671510641,0.699359936073078,0.762615883507368,"GMH1","Not Sig"
"GNA1",20.1214338609044,1.4516035674852,0.430970334309944,0.000184308734430177,0.000590167750659651,"GNA1","Up"
"GND1",698.530580406108,-2.51617478743567,0.217425461323834,7.07589024282687e-32,4.49801477481517e-30,"GND1","Down"
"GND2",292.802851727979,-1.08134292718942,0.218742413945402,2.93769413006167e-07,1.57862257094765e-06,"GND2","Down"
"GNP1",18.6960827587233,0.452239790236172,0.416800600125698,0.209629052543636,0.284864271394919,"GNP1","Not Sig"
"GNT1",124.519238953326,-0.926499279506374,0.204760816252816,2.93029254218281e-06,1.33377188616523e-05,"GNT1","Not Sig"
"GON7",35.485076762594,0.198096268872449,0.294947162178275,0.47256085139848,0.557466343889308,"GON7","Not Sig"
"GOR1",454.626050215874,0.384923619275356,0.191040583288939,0.0382371708889622,0.0670949604619996,"GOR1","Not Sig"
"GOS1",101.989947877127,1.00835427314773,0.211266320325335,8.1309883328725e-07,4.06476753655842e-06,"GOS1","Up"
"GOT1",81.3777276149466,-0.00874793855718045,0.289785648596328,0.972474466200272,0.980007595734881,"GOT1","Not Sig"
"GPA1",15.6344085506901,0.60111457648735,0.40297698020791,0.0882426315961889,0.138349013774967,"GPA1","Not Sig"
"GPA2",84.6658064564764,0.168087424685481,0.217399455024473,0.42383056464431,0.50998240021946,"GPA2","Not Sig"
"GPB1",71.0535748514762,-0.953836956769868,0.235994510033982,2.561166268396e-05,9.87399318084579e-05,"GPB1","Not Sig"
"GPB2",220.367967165957,-1.80370305189123,0.250140006226652,1.00754241504839e-13,1.29270464903227e-12,"GPB2","Down"
"GPC1",63.1018686106877,-1.57293876470121,0.309002513962963,8.43856687663987e-08,5.01650830052322e-07,"GPC1","Down"
"GPD1",408.012021892195,0.259284696337,0.168796622473984,0.116696518369129,0.1746389309141,"GPD1","Not Sig"
"GPD2",136.592795373566,-0.764745579569053,0.215544917450086,0.000226404615287616,0.000710323846280945,"GPD2","Not Sig"
"GPG1",267.544893941149,0.913589707307164,0.179377236366213,1.73899438065992e-07,9.79651013636616e-07,"GPG1","Not Sig"
"GPH1",1638.0433548582,0.532811046190005,0.173529231029335,0.00169987324247655,0.00430275607168046,"GPH1","Not Sig"
"GPI1",56.1654433931767,-0.339220731347368,0.27084280452643,0.183942534444689,0.255392042115559,"GPI1","Not Sig"
"GPI10",78.4100673767622,-1.33012382044337,0.275940634010973,4.25717150113267e-07,2.22983308776556e-06,"GPI10","Down"
"GPI11",57.85068676714,0.771930335069958,0.247336537208549,0.00104643048924154,0.00280619949991237,"GPI11","Not Sig"
"GPI12",61.3026428362715,0.274499936360728,0.270260382135779,0.283223780880228,0.364617093506314,"GPI12","Not Sig"
"GPI13",125.506895964834,-1.00674101300348,0.29062378006295,0.000222269474812306,0.000699311272272239,"GPI13","Down"
"GPI14",47.0988633898231,-0.575838908075176,0.260607877046587,0.0195367792945103,0.0377639057959539,"GPI14","Not Sig"
"GPI15",37.0904368204941,-0.369500766614808,0.290358261171198,0.17290643609847,0.243097770773975,"GPI15","Not Sig"
"GPI16",70.6266448305954,0.231745610591369,0.216942811375864,0.268497634482681,0.348809978470998,"GPI16","Not Sig"
"GPI17",68.7529204469015,-0.810500779729627,0.256600667199371,0.000869665490386779,0.0023812573437218,"GPI17","Not Sig"
"GPI18",60.0554607224313,-0.543910987798402,0.276252208738355,0.0357337512161538,0.0633178981004639,"GPI18","Not Sig"
"GPI2",29.0020264295371,-0.821799332883044,0.350333727255981,0.00983200604216351,0.0204690144398447,"GPI2","Not Sig"
"GPI8",58.3641521886313,0.237556319489678,0.245079381751289,0.310327206831183,0.393554839041858,"GPI8","Not Sig"
"GPM1",2242.5332342645,-2.04906522514708,0.174823233669701,1.430153227697e-32,9.63888813944218e-31,"GPM1","Down"
"GPM2",271.283711927789,-1.34656382135149,0.213088737307765,7.3464250431059e-11,6.71501661619843e-10,"GPM2","Down"
"GPM3",18.6085237344666,-1.93206242398143,0.453626012227726,4.19003250672581e-06,1.85876620480763e-05,"GPM3","Down"
"GPN2",127.843428941958,0.202922467357984,0.203482162633818,0.302738113516347,0.385152833070376,"GPN2","Not Sig"
"GPN3",22.1394783911882,0.0737113593387891,0.351504159020073,0.818378616710848,0.860689975912857,"GPN3","Not Sig"
"GPP1",101.08251214897,-2.67236855808479,0.27027914540834,6.44743236813495e-24,2.37282478074651e-22,"GPP1","Down"
"GPP2",212.561656672512,-0.399816889051476,0.179831231990092,0.022324629626071,0.0423479071306346,"GPP2","Not Sig"
"GPR1",223.711786371411,-0.659589404170095,0.226635574809856,0.00238532355827103,0.00583194929412943,"GPR1","Not Sig"
"GPT2",207.216562387825,0.813310502937903,0.189402342209183,9.92937372308994e-06,4.12360182679771e-05,"GPT2","Not Sig"
"GPX1",236.24282937033,1.52450017026842,0.34373479323588,2.03315614370678e-06,9.51755269279979e-06,"GPX1","Up"
"GPX2",10.159721417554,-0.540104676082702,0.482006202577535,0.176869297751231,0.247475450630412,"GPX2","Not Sig"
"GRC3",27.4367175844101,-0.0642084734288112,0.35353772072634,0.840667018245393,0.878515094351715,"GRC3","Not Sig"
"GRE1",192.032705632349,-0.345535750243278,0.261785047124053,0.162315791812483,0.230748294637618,"GRE1","Not Sig"
"GRE2",434.911300345531,-0.397776525955899,0.264225280813156,0.110854701300571,0.167374142800376,"GRE2","Not Sig"
"GRE3",390.828546608209,0.060642031179024,0.187640098342586,0.741516047058379,0.796016266982263,"GRE3","Not Sig"
"GRH1",77.764767587047,-1.36903250023435,0.277767673508005,2.48297714392186e-07,1.34852176146591e-06,"GRH1","Down"
"GRR1",138.780302648203,-0.279712154421133,0.187312689607941,0.124468618745589,0.184583050673665,"GRR1","Not Sig"
"GRS1",308.919952998789,0.333480611533334,0.15784117459658,0.0313167810811631,0.0566761803196463,"GRS1","Not Sig"
"GRS2",51.9176872412166,-0.929059370022241,0.270388855738012,0.000295581628409311,0.000902556566223628,"GRS2","Not Sig"
"GRX1",513.783786697112,2.10252011543009,0.218426922082011,9.30175187057318e-23,3.13457831108352e-21,"GRX1","Up"
"GRX2",608.927275000088,1.14818347033295,0.163668698942403,8.60825074766102e-13,9.7281928651345e-12,"GRX2","Up"
"GRX3",65.3663173075762,1.02006760101456,0.244342589930179,1.27685144084085e-05,5.14975267488371e-05,"GRX3","Up"
"GRX4",108.21281230778,0.120183744035924,0.224830225590785,0.579538616216586,0.656488856646165,"GRX4","Not Sig"
"GRX5",71.7634958553736,-0.0385428126607335,0.254027909090043,0.872422041462973,0.902427681202639,"GRX5","Not Sig"
"GRX6",119.283162538212,-0.0942842470492997,0.222942239013224,0.659728868691424,0.727626831912427,"GRX6","Not Sig"
"GRX7",64.1429685044238,0.726139522622212,0.271181321670306,0.00455068232213798,0.0103946577827847,"GRX7","Not Sig"
"GRX8",27.4661470004745,3.95677342979035,0.523491480025661,1.20333440048713e-14,1.7529824573763e-13,"GRX8","Up"
"GSC2",2608.86156990855,-0.792914240108328,0.264919396959601,0.00162727190061368,0.00415091610215819,"GSC2","Not Sig"
"GSF2",305.782843311273,0.0508037937551628,0.21059857691958,0.804537177298264,0.849006030901055,"GSF2","Not Sig"
"GSH1",282.900182798549,1.51183294876347,0.181472024561095,1.89638620900451e-17,3.85759434660773e-16,"GSH1","Up"
"GSH2",101.45168437484,0.0414108577382146,0.260916691398813,0.868433736655935,0.899299948695539,"GSH2","Not Sig"
"GSM1",191.3462222953,0.202329191300984,0.170966089143495,0.226921881482497,0.303757120127564,"GSM1","Not Sig"
"GSP1",121.948163259262,1.56788357314046,0.205297903846767,5.07188048881258e-15,7.64746616022037e-14,"GSP1","Up"
"GSP2",170.443363897545,0.964386248260941,0.169713605591634,6.27900490580843e-09,4.40159817582611e-08,"GSP2","Not Sig"
"GSR1",404.109018103053,0.356564836141648,0.161741948206028,0.0244884081379314,0.0459229484155509,"GSR1","Not Sig"
"GSY1",201.521117578725,3.88895024900165,0.265042076362041,8.39561194984328e-50,1.46765791398198e-47,"GSY1","Up"
"GSY2",501.842952292595,1.45833670388189,0.156476781377893,3.00686088812296e-21,8.76061448341657e-20,"GSY2","Up"
"GTA1",99.3829893146228,-0.0926429384209242,0.209721207529107,0.646736034060438,0.715554069330319,"GTA1","Not Sig"
"GTB1",58.9851337345663,-0.829969814053246,0.334471385604362,0.00660245573520866,0.0144443243577463,"GTB1","Not Sig"
"GTF1",78.990881848761,0.569641182602238,0.289250086979804,0.0350239005896568,0.062336525580191,"GTF1","Not Sig"
"GTO1",54.4010939878104,-1.5422192387083,0.282231764083647,1.06655551686002e-08,7.2318928015939e-08,"GTO1","Down"
"GTO3",16.4561883174106,-0.679862227006844,0.522790541499666,0.103186895584497,0.157884981920043,"GTO3","Not Sig"
"GTR1",78.8362114195786,-1.35283745420755,0.249998771175805,1.82054370290841e-08,1.19813193812584e-07,"GTR1","Down"
"GTR2",84.1296745791974,0.337001107241657,0.232067761633334,0.129501974056205,0.191294967750307,"GTR2","Not Sig"
"GTS1",63.4273279340724,0.465384519368135,0.276850992696912,0.0738011834298439,0.118259472960913,"GTS1","Not Sig"
"GTT1",70.7364217906585,-0.587599164345156,0.279641433065282,0.025020164474048,0.0467495386533053,"GTT1","Not Sig"
"GTT2",81.4610662733482,-1.58953262465116,0.316360311326821,1.17172245213381e-07,6.80645420273784e-07,"GTT2","Down"
"GTT3",23.2129228641914,0.477309307250087,0.362544613061467,0.142635372484864,0.207355060727737,"GTT3","Not Sig"
"GUA1",130.092772566527,-0.0101868791780092,0.271539441730549,0.966789029727999,0.975508267009096,"GUA1","Not Sig"
"GUD1",60.3777982872728,-2.67106842159546,0.319588840684075,6.98618296853497e-18,1.49734511593811e-16,"GUD1","Down"
"GUF1",48.2899021689696,-0.428762851005942,0.266783391960441,0.0880507333018655,0.138086852282208,"GUF1","Not Sig"
"GUK1",102.090309870661,0.0196396944411563,0.255358929065101,0.938280728142786,0.953969900623545,"GUK1","Not Sig"
"GUP1",99.5345958455033,-0.374992896600933,0.247767706825036,0.111591150413097,0.168422799321895,"GUP1","Not Sig"
"GUP2",40.1354483127482,1.12960580033859,0.289937460419074,3.51527305330098e-05,0.000131976090336682,"GUP2","Up"
"GUS1",320.902158842673,-0.0340649013611994,0.157673018435532,0.824662452241941,0.865671187435057,"GUS1","Not Sig"
"GUT1",332.915817966745,3.1120868536928,0.267204300574364,2.27762349814595e-32,1.4989442174857e-30,"GUT1","Up"
"GUT2",489.824323762628,3.42756270703418,0.27355266409801,4.46050473755057e-37,3.56458050026541e-35,"GUT2","Up"
"GVP36",162.726580807754,-0.248183867110726,0.262195238226425,0.318328657004192,0.40243415224246,"GVP36","Not Sig"
"GWT1",67.9066356512544,0.667768393649461,0.238924125878926,0.00343902102169302,0.0081206769081261,"GWT1","Not Sig"
"GYL1",53.1094738227003,0.39774128952252,0.32306170868828,0.181194526990994,0.252642618142477,"GYL1","Not Sig"
"GYP1",81.4992060536305,-0.27657893942422,0.231397610847693,0.212349696259024,0.288111617965797,"GYP1","Not Sig"
"GYP5",120.873562071893,-0.241197804221636,0.205364231595836,0.224870745295597,0.301417744151083,"GYP5","Not Sig"
"GYP6",49.4510016387615,-0.257089980592729,0.24453913676715,0.270395955636199,0.350762422743683,"GYP6","Not Sig"
"GYP7",190.516132761508,0.443727753020241,0.169387089717538,0.00736739453595502,0.0159055895823692,"GYP7","Not Sig"
"GYP8",42.0684588148265,-0.406945147499506,0.285166361859484,0.130171981849951,0.192031135672106,"GYP8","Not Sig"
"GZF3",59.3138512796199,-0.918174411364459,0.266754643314395,0.000287337831192267,0.000880267156456484,"GZF3","Not Sig"
"HAA1",469.523992939937,1.02006253424306,0.233688696835773,5.44673184845649e-06,2.37482602963879e-05,"HAA1","Up"
"HAB1",41.2266062192724,0.507307859064747,0.293316418413122,0.0637103929213448,0.104668410573275,"HAB1","Not Sig"
"HAC1",579.224805025328,1.52263842442862,0.261436622584532,1.33728316511581e-09,1.04188886151224e-08,"HAC1","Up"
"HAL1",54.7848325490532,0.961000277070831,0.276834407037498,0.000237565747047978,0.000742841134145549,"HAL1","Not Sig"
"HAL5",380.76677820564,0.688487975687225,0.210286015487606,0.00069348006720754,0.00193675861006439,"HAL5","Not Sig"
"HAL9",94.9424024292261,-0.473485186611494,0.23603636126777,0.0357947352719832,0.0634058736895105,"HAL9","Not Sig"
"HAM1",21.7284138478274,-0.177725699860429,0.347647420179249,0.571131484331788,0.648581890079803,"HAM1","Not Sig"
"HAP1",533.449385801169,-0.940872013183648,0.166799624951141,8.09744957176872e-09,5.58534314481803e-08,"HAP1","Not Sig"
"HAP2",8.42364879805048,0.563123131425606,0.49015950393242,0.160885589932086,0.229297831867539,"HAP2","Not Sig"
"HAP3",47.4086303070471,0.65247343477323,0.278873695027849,0.0127179886797816,0.0257024670067552,"HAP3","Not Sig"
"HAP4",1112.76688738982,0.930091441847377,0.278094118591865,0.000389838011210261,0.00115506029380837,"HAP4","Not Sig"
"HAP5",18.4459564015737,-0.0780435355072628,0.357750694756022,0.808489598335703,0.852694346359337,"HAP5","Not Sig"
"HAS1",44.6374596574214,0.23291450934112,0.290112493003156,0.391995114649533,0.47753063400468,"HAS1","Not Sig"
"HAT1",26.66044321247,-0.710534509122863,0.340971217648669,0.0223130470045682,0.0423402934001202,"HAT1","Not Sig"
"HAT2",44.2027005309956,0.30201452734005,0.282411300524057,0.254660049754484,0.333154424304627,"HAT2","Not Sig"
"HBN1",47.4823904184807,1.13866973689072,0.290173552932337,3.18429212162508e-05,0.000120439013714474,"HBN1","Up"
"HBS1",77.1293178321966,-0.773863134280268,0.257717698128173,0.00156685323343589,0.00401694637389567,"HBS1","Not Sig"
"HBT1",1012.92638818016,-0.110283372652226,0.189421565352665,0.548228426131274,0.628827110063225,"HBT1","Not Sig"
"HCA4",102.534381351145,0.379561179973053,0.231651276187696,0.0877517853411409,0.137755057910093,"HCA4","Not Sig"
"HCH1",108.110991513133,0.292310910967159,0.235986537355264,0.195697873003208,0.268844278384073,"HCH1","Not Sig"
"HCM1",52.6356624291428,-0.787526211838122,0.308908017970675,0.00594577820971808,0.0131413209423797,"HCM1","Not Sig"
"HCR1",133.579239586413,1.643302536446,0.205139174730158,2.58862884495686e-16,4.55370747128574e-15,"HCR1","Up"
"HCS1",52.7915090039269,1.35680946335299,0.325801267853365,8.3205817614061e-06,3.5155086384672e-05,"HCS1","Up"
"HDA1",68.8668590186974,-0.990030583516237,0.251299702063254,3.67175435440129e-05,0.000137298087289578,"HDA1","Not Sig"
"HDA2",91.5886744534015,0.708573283060056,0.313381968890866,0.0144827647268175,0.0288931598692946,"HDA2","Not Sig"
"HDA3",45.2159241086319,0.385345393512809,0.396369400117503,0.269778747614077,0.350230288733614,"HDA3","Not Sig"
"HEF3",177.744878654755,2.11244083032978,0.237295007437516,7.70057983684321e-20,1.94918749354303e-18,"HEF3","Up"
"HEH2",174.729377592102,0.331498195887688,0.320234807868658,0.26207649192819,0.341636992034828,"HEH2","Not Sig"
"HEK2",44.8134781871562,0.74822167015057,0.291143512124971,0.00589685109514274,0.0130434895319211,"HEK2","Not Sig"
"HEL1",35.5625742289292,-0.954004521204998,0.322882681562335,0.00139660161160496,0.00361359362410645,"HEL1","Not Sig"
"HEL2",93.6973338073791,-0.509725749959442,0.246393439423867,0.0297648916925102,0.0542537647858919,"HEL2","Not Sig"
"HEM1",337.398413153747,0.979988825278468,0.197375567513384,3.10688175894359e-07,1.65997101810224e-06,"HEM1","Not Sig"
"HEM12",117.101636363634,0.671957173204877,0.217182038454412,0.00131443183591906,0.00343594938791179,"HEM12","Not Sig"
"HEM13",88.3415751953073,0.465348134679595,0.214848794906353,0.0245091855797003,0.0459465094278966,"HEM13","Not Sig"
"HEM14",77.6773616429253,-0.125093894780713,0.222879622870114,0.56363417185882,0.642021901319128,"HEM14","Not Sig"
"HEM15",111.15131446032,-0.775195001796694,0.22409354933894,0.000313477662062221,0.000951488899390161,"HEM15","Not Sig"
"HEM2",164.252419939573,0.532213402138909,0.23758074399793,0.0190599189530116,0.0369186934290674,"HEM2","Not Sig"
"HEM25",20.6510968396657,-0.427650733943243,0.341064264818094,0.167980118297663,0.237893868799272,"HEM25","Not Sig"
"HEM3",221.073613828131,1.13251034389061,0.227896351592846,2.46898058027455e-07,1.34222326200737e-06,"HEM3","Up"
"HEM4",30.7225139621365,-0.0115824271336307,0.294930999376605,0.96547550201794,0.974534456565925,"HEM4","Not Sig"
"HER1",306.892497078838,-0.518377951783468,0.190887307413678,0.005134067294607,0.0115017911277659,"HER1","Not Sig"
"HER2",49.6301069631968,-0.327955879488817,0.259646666038276,0.182841638301858,0.25430535173063,"HER2","Not Sig"
"HES1",11.4938971379803,-0.568725928587762,0.463081995149773,0.144520594507932,0.209496814116966,"HES1","Not Sig"
"HFA1",211.181807561195,-1.23972482913434,0.206075764319664,5.75877399023316e-10,4.67665321058613e-09,"HFA1","Down"
"HFD1",360.331376711455,0.33017518971875,0.212542443805525,0.107949426792138,0.163783318002501,"HFD1","Not Sig"
"HFI1",37.8228809406186,-0.688695761290903,0.311903380041265,0.0173409774617815,0.0339535974522947,"HFI1","Not Sig"
"HFL1",51.2959963445939,-0.165412002728205,0.240827359582656,0.473472094649989,0.558305838421593,"HFL1","Not Sig"
"HFM1",50.5561712237946,-2.16564801526582,0.305449713864821,2.04724677808615e-13,2.55062326873361e-12,"HFM1","Down"
"HGH1",30.1020818346738,-0.0448932460497674,0.303003119367702,0.872750643500343,0.902433844684089,"HGH1","Not Sig"
"HHF1",638.578832212655,1.99966179250472,0.197172330520101,5.86331382540641e-25,2.23125017274309e-23,"HHF1","Up"
"HHF2",665.421131675426,2.00429060311667,0.188104037458247,2.60663968837553e-27,1.14815294620258e-25,"HHF2","Up"
"HHO1",116.469640521038,1.56601171691411,0.241050188287194,1.91358805965011e-11,1.89798078114941e-10,"HHO1","Up"
"HHT1",789.688617863238,1.22179224481212,0.173623121896094,7.01557641862471e-13,8.09178030634776e-12,"HHT1","Up"
"HHT2",816.482772794371,0.271200307479906,0.142819795344848,0.0539596972764047,0.0906458097790414,"HHT2","Not Sig"
"HHY1",6.97916050238869,-0.698391135796848,0.565778645791248,0.115568258858826,0.173367884166338,"HHY1","Not Sig"
"HIF1",39.2157763340808,-0.46940584839426,0.318633835603176,0.109495046858238,0.165544673547293,"HIF1","Not Sig"
"HIM1",28.5361981021488,-1.29177933064565,0.361289865522621,0.00011112871668864,0.000373141681366297,"HIM1","Down"
"HIP1",100.384643827374,-1.34413848121797,0.212318582535658,7.14726207711314e-11,6.55439082940507e-10,"HIP1","Down"
"HIR1",52.4072022723067,-0.676112254627277,0.285459134744403,0.0114425330139764,0.023412410270733,"HIR1","Not Sig"
"HIR2",61.43748054185,0.375202865783395,0.253781588884131,0.119602862826479,0.178178006564933,"HIR2","Not Sig"
"HIR3",106.184997660155,-0.891375235462256,0.219464895494185,2.39432087395351e-05,9.26267701860025e-05,"HIR3","Not Sig"
"HIS1",129.886277228955,1.19950874525355,0.24582243418971,3.58689982270913e-07,1.90371134802988e-06,"HIS1","Up"
"HIS2",67.9053946312632,-0.294926242322205,0.227380482328803,0.17825558440348,0.249103607082955,"HIS2","Not Sig"
"HIS3",90.0711456607077,0.0837196101665905,0.253965020911844,0.729956375679123,0.78692926682386,"HIS3","Not Sig"
"HIS4",182.457160827242,0.152554120870638,0.202552061963414,0.437547099403363,0.523223273634547,"HIS4","Not Sig"
"HIS5",337.999731348456,0.375642211836065,0.170400529893065,0.0242028432157397,0.0454636349727495,"HIS5","Not Sig"
"HIS6",37.9290841557472,-1.34274808329107,0.304791953258388,3.20979224098693e-06,1.45507113420429e-05,"HIS6","Down"
"HIS7",70.6753117719526,0.308878142038775,0.279994543030934,0.24079132395897,0.318060605956666,"HIS7","Not Sig"
"HIT1",23.6805275268624,0.339742433124349,0.368361968661407,0.303364595042508,0.385862106563845,"HIT1","Not Sig"
"HKR1",224.594627068124,-1.74637949988266,0.222305787212543,7.23073308989189e-16,1.22571881529864e-14,"HKR1","Down"
"HLJ1",42.0952141246263,-0.836010862267321,0.30386950187673,0.00307033698239736,0.00733054420807974,"HLJ1","Not Sig"
"HLR1",70.9405263128499,0.47351234579662,0.305051787277852,0.0943100500859048,0.146344083267837,"HLR1","Not Sig"
"HMF1",224.846363492449,-0.239566255670839,0.191890147930505,0.198868220989269,0.272396872726242,"HMF1","Not Sig"
"HMG1",193.619145825537,-2.88756617923217,0.301486605237399,9.71916271182107e-23,3.2556285155645e-21,"HMG1","Down"
"HMG2",155.55895753061,-1.60019435153321,0.325713194879983,1.80801568828538e-07,1.01257028917334e-06,"HMG2","Down"
"HMI1",22.3352319276413,-0.48943286176745,0.339738116691255,0.113630920035491,0.170863500388103,"HMI1","Not Sig"
"HMLALPHA2",193.863974643574,2.17157626314769,0.716610772783445,0.000244732314755622,0.000763117373881243,"HMLALPHA2","Up"
"HMO1",262.501640729743,2.30560140710673,0.215878053223239,1.60214120317354e-27,7.40692387648989e-26,"HMO1","Up"
"HMRA1",147.887095285024,2.01644159647882,0.359637580155862,2.97375669520455e-09,2.18023524940685e-08,"HMRA1","Up"
"HMRA2",138.710780386929,2.75102127031569,0.434661712793933,2.29735233513291e-11,2.24674632215621e-10,"HMRA2","Up"
"HMS1",136.546440911012,-0.890548874976682,0.243862493364159,0.000127404851635271,0.000420721806403605,"HMS1","Not Sig"
"HMS2",8.87096911879457,-0.68466718882915,0.483213988000942,0.0893225971130994,0.139689854137735,"HMS2","Not Sig"
"HMT1",64.3882095337746,-0.0890966264534009,0.28253294493261,0.735830885303796,0.791352989060586,"HMT1","Not Sig"
"HMX1",38.0159739965983,0.780329927571539,0.30890205193958,0.00638402659571564,0.0140102961068785,"HMX1","Not Sig"
"HNM1",304.95937225553,-1.51107384490722,0.238879592433966,5.78185014284522e-11,5.34606110728531e-10,"HNM1","Down"
"HNT1",234.351593662067,-0.453392433498513,0.225733949066278,0.0363150858294095,0.0641853365338758,"HNT1","Not Sig"
"HNT2",54.5451099611994,0.25825502775033,0.287798000293116,0.338515654688431,0.423163479849628,"HNT2","Not Sig"
"HNT3",25.3148552843257,0.169674079424275,0.341673529882061,0.587153938513018,0.663677335227687,"HNT3","Not Sig"
"HO",9.48460437689995,-0.134604280969069,0.426799239589532,0.710849908945601,0.772284791346221,"HO","Not Sig"
"HOB2",450.598650657553,-0.130071959702159,0.187321779675453,0.474637298159427,0.559185222628445,"HOB2","Not Sig"
"HOC1",107.304001708942,-0.750886878905677,0.204310887698611,0.000145086681153065,0.000474072357704891,"HOC1","Not Sig"
"HOF1",11.4923038885551,2.84004974552023,0.649037944675614,1.82600151397646e-06,8.61995988960701e-06,"HOF1","Up"
"HOG1",135.935482713612,0.653753948248057,0.219313479461936,0.00193194082893623,0.00483330813822418,"HOG1","Not Sig"
"HOL1",142.909630543319,-1.200205084917,0.204846080651326,1.56149540915194e-09,1.19493916809794e-08,"HOL1","Down"
"HOM2",298.549470125508,0.418483591014213,0.231291595646362,0.0617742774662628,0.102026958413426,"HOM2","Not Sig"
"HOM3",295.64934624692,1.72701231492221,0.202215419536459,2.53277219885638e-18,5.71303535500104e-17,"HOM3","Up"
"HOM6",455.426055751879,0.62440083376593,0.24940629972432,0.00848905540404541,0.0179877939129659,"HOM6","Not Sig"
"HOP1",32.8520271414576,-2.1552556143002,0.369537801678143,8.27866944418452e-10,6.61583955296689e-09,"HOP1","Down"
"HOR7",6204.81066430648,2.00984741920367,0.273780689898036,3.2484720871928e-14,4.43218362335526e-13,"HOR7","Up"
"HOS1",22.589429644679,-0.958324948388591,0.37980761805893,0.0050420713914193,0.0113351177996245,"HOS1","Not Sig"
"HOS2",43.8050696931001,0.0975794408391544,0.263151510888651,0.696422882789517,0.760302421218688,"HOS2","Not Sig"
"HOS3",85.2908204985291,0.633451352080204,0.219409448076021,0.00270706116058724,0.00653291636424721,"HOS3","Not Sig"
"HOS4",386.50698269855,0.425276106814965,0.323235654814327,0.153665998257839,0.221149368215681,"HOS4","Not Sig"
"HOT1",78.6646862111008,0.255781384407093,0.223539960868482,0.234965869114606,0.311912451786214,"HOT1","Not Sig"
"HOT13",11.8535418862464,-1.27389955092376,0.515250338034467,0.00403586793303981,0.00931764144342745,"HOT13","Down"
"HPA2",53.2408440372955,0.665676177173338,0.292886993079085,0.0148444476325908,0.0294990550823137,"HPA2","Not Sig"
"HPA3",100.322765033894,-0.914455284917599,0.299339728070446,0.00108672193771089,0.00290589030571449,"HPA3","Not Sig"
"HPC2",95.780186406778,0.314377285214724,0.299484993785057,0.260555154267022,0.339991960104904,"HPC2","Not Sig"
"HPF1",459.790394390542,-0.960176799180071,0.2359780662545,2.13490286833161e-05,8.30503939182687e-05,"HPF1","Not Sig"
"HPM1",39.4769227086465,-0.0628974865285507,0.278115303110128,0.809235419066481,0.85315924128494,"HPM1","Not Sig"
"HPR1",64.5715848149604,-0.153842193176751,0.250197007182014,0.517667246980355,0.600421020030708,"HPR1","Not Sig"
"HPT1",187.649234521684,-0.849771635600629,0.200269836807126,1.17772847918675e-05,4.77752945074016e-05,"HPT1","Not Sig"
"HRA1",7.2419282585312,-1.42798570420493,0.787978046716229,0.0141340686024852,0.0282883648523443,"HRA1","Down"
"HRB1",126.339606709717,0.0413136820436453,0.221070152577938,0.847341993279218,0.884499180892694,"HRB1","Not Sig"
"HRD1",114.122079226819,0.238904212550837,0.190299047751291,0.197308414142706,0.270724372998356,"HRD1","Not Sig"
"HRD3",85.7078368174433,-0.402586079050376,0.240102253605396,0.078470941879406,0.124635561860703,"HRD3","Not Sig"
"HRI1",139.257005618055,-0.495577861225672,0.209807385513615,0.0143609007646766,0.0286910281705718,"HRI1","Not Sig"
"HRK1",628.368177435231,0.479413742999396,0.357729596140817,0.13681838456352,0.200145083420044,"HRK1","Not Sig"
"HRP1",383.489121111351,1.70567293451519,0.228911448464152,1.81484289848729e-14,2.56369474094392e-13,"HRP1","Up"
"HRQ1",95.2377439251953,-0.83766346491504,0.256730608623455,0.000578958847516757,0.00164735289573181,"HRQ1","Not Sig"
"HRR25",195.092463807844,0.25870554949178,0.222509518143813,0.227534650564851,0.304358879784739,"HRR25","Not Sig"
